SemanaId;EntidadIdentificador;TipoTransaccion;FormadePago;Estado;Cantidad;Volumen
202601;A070;9;20;DEVUELTA;65;9594200
202601;A070;9;20;RECHAZADA;25;4072400
202601;A071;6;60;ACREDITADO;1;66550
202601;A071;6;80;ACREDITADO;24;2769811
202601;A071;6;80;RECHAZADA;5;379940
202601;A071;6;90;ACREDITADO;19;2113265
202601;A072;6;80;ACREDITADO;38;5813700
202601;A072;6;80;RECHAZADA;16;3439200
202601;A072;6;90;ACREDITADO;74;7726512
202601;A072;6;90;RECHAZADA;6;348780
202601;A073;9;20;ACREDITADO;91;8949160
202601;A074;9;20;ACREDITADO;1;11
202601;A076;9;20;ACREDITADO;48;7982366.50
202601;A076;9;20;RECHAZADA;1;152950
202601;A078;9;20;ACREDITADO;538;105611885.06
202601;A078;9;20;DEVUELTA;35;3508341.08
202601;A078;9;20;RECHAZADA;6;1544562.14
202601;A080;1;40;ACREDITADO;2818;87588731.90
202601;A081;1;40;ACREDITADO;26;2128261.10
202601;A082;9;20;ACREDITADO;113;29631904.83
202601;A082;9;20;RECHAZADA;6;3872600
202601;A084;1;40;ACREDITADO;3294;432234236.94
202601;A086;1;40;ACREDITADO;13;2960730.71
202601;A088;1;40;ACREDITADO;7414;267553128.75
202601;A090;1;40;ACREDITADO;2861;530515104.90
202601;A094;9;20;ACREDITADO;88;3067103.28
202601;A095;1;40;ACREDITADO;5281;166513148.08
202601;A096;1;40;ACREDITADO;1466;26673451.41
202601;A098;1;40;ACREDITADO;6346;474576182.65
202601;A099;1;40;ACREDITADO;1;160000
202601;A101;1;40;ACREDITADO;282;21959168.94
202601;A102;9;20;DEVUELTA;4;5100.99
202601;A103;7;20;ACREDITADO;7;260013
202601;A103;9;20;ACREDITADO;13686;249696913.13
202601;A103;9;20;RECHAZADA;70;1191595.32
202601;A107;1;40;ACREDITADO;9;635725.39
202601;A108;9;20;ACREDITADO;1326;35086120
202601;A108;9;20;RECHAZADA;10;412900
202601;A114;1;40;ACREDITADO;15;841136.70
202601;A115;1;40;ACREDITADO;1;100
202601;A116;6;60;ACREDITADO;186;1935755
202601;A116;6;60;RECHAZADA;286;2742314
202601;A116;6;80;ACREDITADO;98;4475909
202601;A116;6;80;RECHAZADA;81;16093668
202601;A116;6;90;ACREDITADO;62;1736523
202601;A116;6;90;RECHAZADA;16;510831
202601;A117;9;20;ACREDITADO;1541;29964580.65
202601;A117;9;20;RECHAZADA;10;214838.60
202601;A120;9;20;ACREDITADO;3;1280000
202601;B;1;40;ACREDITADO;1;2
202601;B;4;10;ACREDITADO;2;500000
202601;B;4;10;RECHAZADA;3;460000
202601;B;4;60;ACREDITADO;68;771743.32
202601;B;4;80;ACREDITADO;67;2173446.23
202601;B;4;80;RECHAZADA;11;545347.48
202601;B;4;90;ACREDITADO;549;10480444.38
202601;B;4;90;DEVUELTA;1;5000
202601;B;4;90;RECHAZADA;19;346460.23
202601;B;6;80;ACREDITADO;5;3000000
202601;B;6;80;RECHAZADA;7;5040090
202601;B;6;90;ACREDITADO;2;400000
202601;B;6;90;RECHAZADA;8;1402009
202601;B;9;20;ACREDITADO;3535;197918546.92
202601;B;9;20;DEVUELTA;2;8.80
202601;B;9;20;RECHAZADA;31;2113758.25
202601;C;9;20;ACREDITADO;19411;2091072951.49
202601;C;9;20;DEVUELTA;3;295424.57
202601;C;9;20;RECHAZADA;180;33255604.91
202601;D;9;20;ACREDITADO;4830;1315628249.33
202601;D;9;20;RECHAZADA;99;40451573.88
202601;E;9;20;ACREDITADO;63;605442
202601;F;9;20;ACREDITADO;1623;341638773.18
202601;F;9;20;DEVUELTA;1;392720
202601;F;9;20;RECHAZADA;85;35315109.64
202601;G;9;20;ACREDITADO;5595;176026501.64
202601;G;9;20;RECHAZADA;76;2853658
202601;H;9;20;ACREDITADO;209;993513
202601;H;9;20;RECHAZADA;1;2000
202601;J;4;90;ACREDITADO;863;184564839.45
202601;J;4;90;RECHAZADA;57;14811879.61
202601;J;6;90;ACREDITADO;436;91399903.54
202601;J;6;90;RECHAZADA;76;26226881.46
202601;K;4;90;ACREDITADO;1382;304941125.46
202601;K;4;90;DEVUELTA;3;1086750.66
202601;K;4;90;RECHAZADA;130;37675261.55
202601;K;6;90;ACREDITADO;1215;253017712.62
202601;K;6;90;RECHAZADA;270;62571157.69
202601;N;9;20;ACREDITADO;3348;234691989.55
202601;N;9;20;RECHAZADA;23;3801827.64
202601;PMC;2;50;ACREDITADO;61688;7453223607.90
202601;Q;6;90;ACREDITADO;195;13712939.42
202601;Q;6;90;RECHAZADA;22;1208482.56
202601;R;9;20;ACREDITADO;11181;1221135021.82
202601;R;9;20;DEVUELTA;10;409494.09
202601;R;9;20;RECHAZADA;253;66447262.86
202601;U;4;60;ACREDITADO;4;494485
202601;U;4;90;ACREDITADO;83;11885567.99
202601;U;4;90;RECHAZADA;21;3836648.63
202601;U;6;90;ACREDITADO;78;11551385.90
202601;U;6;90;RECHAZADA;99;7770321.86
202601;V;9;20;ACREDITADO;489;71605014.39
202601;V;9;20;DEVUELTA;1;27000
202601;V;9;20;RECHAZADA;45;14213212.52
202601;VIRG;9;20;ACREDITADO;1;100
202601;W;9;20;ACREDITADO;1149;225795112.81
202601;W;9;20;RECHAZADA;5;1024057.43
202601;Y;6;90;ACREDITADO;641;85852552.65
202601;Y;6;90;RECHAZADA;194;33624066.05
202602;3;6;80;ACREDITADO;1;126400
202602;6;1;40;ACREDITADO;353;70381100
202602;6;6;90;ACREDITADO;2818;162044774.95
202602;6;6;90;RECHAZADA;457;36085283.35
202602;A009;1;40;ACREDITADO;844;142918285.31
202602;A012;9;20;ACREDITADO;212;38197379.82
202602;A012;9;20;DEVUELTA;2;226334
202602;A012;9;20;RECHAZADA;1;119405
202602;A016;1;40;ACREDITADO;411;72904076.87
202602;A016;6;90;ACREDITADO;188;41463527.10
202602;A016;6;90;RECHAZADA;12;2536931.07
202602;A020;4;10;ACREDITADO;1;42000
202602;A020;4;10;RECHAZADA;2;84000
202602;A020;4;60;ACREDITADO;5;38500
202602;A020;4;80;ACREDITADO;6;106180
202602;A020;4;90;ACREDITADO;45;1204491.61
202602;A020;4;90;RECHAZADA;1;7000
202602;A022;9;20;ACREDITADO;172;994091
202602;A023;1;40;ACREDITADO;345;61494525.81
202602;A023;6;90;ACREDITADO;64;13708459.99
202602;A023;6;90;RECHAZADA;20;15503934.01
202602;A024;1;40;ACREDITADO;1980;375127037.72
202602;A024;6;80;ACREDITADO;114;25922070
202602;A024;6;80;RECHAZADA;169;49410040
202602;A024;6;90;ACREDITADO;286;63394390
202602;A024;6;90;RECHAZADA;108;29807680
202602;A025;6;90;ACREDITADO;46;7903817.49
202602;A025;6;90;RECHAZADA;3;484394.69
202602;A026;9;20;ACREDITADO;2;3961306.12
202602;A027;9;20;ACREDITADO;4525;550842807
202602;A027;9;20;RECHAZADA;43;8894412
202602;A031;1;40;ACREDITADO;2;24200
202602;A031;9;20;ACREDITADO;95;1476272.16
202602;A035;6;90;ACREDITADO;568;112690978.95
202602;A035;6;90;RECHAZADA;105;34165243.96
202602;A036;9;20;ACREDITADO;1;111709
202602;A037;6;90;ACREDITADO;42;3164945.94
202602;A037;6;90;RECHAZADA;8;307085
202602;A038;1;40;ACREDITADO;31850;7425383408.18
202602;A038;6;80;ACREDITADO;757;145564391.04
202602;A038;6;80;RECHAZADA;1322;385399145.15
202602;A039;1;40;ACREDITADO;494;15981246.50
202602;A039;4;60;ACREDITADO;692;11959475.29
202602;A039;4;60;RECHAZADA;28;589656.99
202602;A039;4;80;ACREDITADO;785;21972790.04
202602;A039;4;80;DEVUELTA;4;89534.57
202602;A039;4;80;RECHAZADA;79;5600587.70
202602;A039;4;90;ACREDITADO;7892;143535919.62
202602;A039;4;90;DEVUELTA;3;48340
202602;A039;4;90;RECHAZADA;226;11304331.61
202602;A039;6;80;ACREDITADO;1;872300
202602;A039;9;20;ACREDITADO;7524;140182036.99
202602;A039;9;20;RECHAZADA;42;751209
202602;A040;1;40;ACREDITADO;818;208246609.85
202602;A041;9;20;ACREDITADO;2;313127.29
202602;A042;9;20;ACREDITADO;4570;246394132.68
202602;A042;9;20;DEVUELTA;1;44800
202602;A042;9;20;RECHAZADA;31;12294048.95
202602;A045;1;40;ACREDITADO;16161;2461683797.64
202602;A046;4;80;ACREDITADO;15;351500
202602;A046;4;90;ACREDITADO;69;1431500
202602;A046;4;90;RECHAZADA;2;30000
202602;A046;9;20;ACREDITADO;827;29842858.57
202602;A046;9;20;RECHAZADA;5;199000
202602;A052;1;40;ACREDITADO;96;13524841.73
202602;A053;9;20;ACREDITADO;57;2221000
202602;A058;9;20;ACREDITADO;11;16309903.05
202602;A060;9;20;ACREDITADO;337;82318443.35
202602;A061;1;40;ACREDITADO;676;99740530.18
202602;A063;9;20;ACREDITADO;22;980700
202602;A064;1;40;ACREDITADO;19;70188
202602;A065;9;20;ACREDITADO;1;65580
202602;A066;9;20;ACREDITADO;3845;306148444.37
202602;A066;9;20;RECHAZADA;122;26009765.05
202602;A069;1;40;ACREDITADO;8208;891443876.45
202602;A070;9;20;ACREDITADO;2515;378051400
202602;A070;9;20;DEVUELTA;56;9268600
202602;A070;9;20;RECHAZADA;38;7654100
202602;A071;6;60;ACREDITADO;1;96800
202602;A071;6;80;ACREDITADO;47;5745080
202602;A071;6;80;RECHAZADA;13;1805320
202602;A071;6;90;ACREDITADO;31;3501861
202602;A071;6;90;RECHAZADA;1;98010
202602;A072;6;80;ACREDITADO;119;18795892
202602;A072;6;80;RECHAZADA;69;11426780
202602;A072;6;90;ACREDITADO;154;20333228
202602;A072;6;90;RECHAZADA;23;3496080
202602;A073;9;20;ACREDITADO;118;12933085
202602;A074;1;40;ACREDITADO;22;8840452.53
202602;A074;9;20;ACREDITADO;1;11.50
202602;A076;9;20;ACREDITADO;106;17069911
202602;A076;9;20;RECHAZADA;7;1070650
202602;A078;9;20;ACREDITADO;727;124309735.94
202602;A078;9;20;DEVUELTA;33;3266608.22
202602;A078;9;20;RECHAZADA;4;4400000
202602;A080;1;40;ACREDITADO;1513;16574640.70
202602;A081;1;40;ACREDITADO;16;1239214.96
202602;A082;9;20;ACREDITADO;122;31934261
202602;A082;9;20;RECHAZADA;6;2800000
202602;A084;1;40;ACREDITADO;5190;706078700.91
202602;A086;1;40;ACREDITADO;52;10586957.66
202602;A088;1;40;ACREDITADO;7987;255111376.73
202602;A090;1;40;ACREDITADO;6818;1447749821.86
202602;A094;9;20;ACREDITADO;306;4143802.55
202602;A094;9;20;RECHAZADA;1;4100
202602;A095;1;40;ACREDITADO;5963;191095377.79
202602;A096;1;40;ACREDITADO;1357;16150882.89
202602;A098;1;40;ACREDITADO;6294;454697109.01
202602;A099;1;40;ACREDITADO;1;200000
202602;A101;1;40;ACREDITADO;901;74876846.57
202602;A102;9;20;DEVUELTA;1;1649.57
202602;A103;7;20;ACREDITADO;11;972666.57
202602;A103;9;20;ACREDITADO;16122;313800725.36
202602;A103;9;20;RECHAZADA;61;1107336.38
202602;A105;1;40;ACREDITADO;1;2
202602;A107;1;40;ACREDITADO;14;606175.30
202602;A108;9;20;ACREDITADO;12706;309469518.77
202602;A108;9;20;RECHAZADA;49;1358505.96
202602;A110;1;40;ACREDITADO;3;17
202602;A111;9;20;ACREDITADO;1;10.71
202602;A114;1;40;ACREDITADO;24;1646451
202602;A115;1;40;ACREDITADO;7;33
202602;A116;6;60;ACREDITADO;191;2015809
202602;A116;6;60;RECHAZADA;307;2331931
202602;A116;6;80;ACREDITADO;89;11892463
202602;A116;6;80;RECHAZADA;152;40839580
202602;A116;6;90;ACREDITADO;84;1625745
202602;A116;6;90;RECHAZADA;30;585051
202602;A117;7;20;ACREDITADO;1;800
202602;A117;9;20;ACREDITADO;2338;47409042.53
202602;A117;9;20;RECHAZADA;14;178250
202602;A127;9;20;ACREDITADO;1;15
202602;B;1;40;ACREDITADO;1;2
202602;B;4;10;ACREDITADO;1;48344.76
202602;B;4;60;ACREDITADO;64;594340.16
202602;B;4;60;RECHAZADA;2;99152
202602;B;4;80;ACREDITADO;71;2944215.23
202602;B;4;80;RECHAZADA;4;46700
202602;B;4;90;ACREDITADO;714;12938640.14
202602;B;4;90;RECHAZADA;35;844640.17
202602;B;6;80;ACREDITADO;5;2329900
202602;B;6;80;RECHAZADA;4;1900000
202602;B;6;90;ACREDITADO;1;100000
202602;B;6;90;RECHAZADA;5;1000000
202602;B;9;20;ACREDITADO;4005;231920757.41
202602;B;9;20;RECHAZADA;10;288529
202602;C;9;20;ACREDITADO;35870;4431119761.62
202602;C;9;20;DEVUELTA;4;382316.97
202602;C;9;20;RECHAZADA;307;61689365.01
202602;D;9;20;ACREDITADO;16461;4833448686.91
202602;D;9;20;RECHAZADA;334;139461425.42
202602;E;9;20;ACREDITADO;245;2219194
202602;E;9;20;RECHAZADA;2;19124
202602;F;9;20;ACREDITADO;3978;935724153.45
202602;F;9;20;DEVUELTA;1;709000
202602;F;9;20;RECHAZADA;237;124989573.73
202602;G;9;20;ACREDITADO;6110;193515759.51
202602;G;9;20;RECHAZADA;69;3930387.09
202602;H;9;20;ACREDITADO;292;1271725
202602;H;9;20;RECHAZADA;1;2000
202602;J;4;90;ACREDITADO;2455;589525770.53
202602;J;4;90;RECHAZADA;97;23110439.32
202602;J;6;90;ACREDITADO;1311;292573574.32
202602;J;6;90;RECHAZADA;232;70463764.25
202602;K;4;90;ACREDITADO;3278;742179344.28
202602;K;4;90;DEVUELTA;5;881628.91
202602;K;4;90;RECHAZADA;375;108631223.40
202602;K;6;90;ACREDITADO;2859;658441689.18
202602;K;6;90;RECHAZADA;637;188204521.77
202602;N;9;20;ACREDITADO;5432;357671971.57
202602;N;9;20;RECHAZADA;50;6470785.15
202602;PMC;2;50;ACREDITADO;188138;21507753801.29
202602;Q;6;90;ACREDITADO;383;20960727.62
202602;Q;6;90;RECHAZADA;33;1906229.29
202602;R;9;20;ACREDITADO;22296;2706889217.45
202602;R;9;20;DEVUELTA;24;2856842.63
202602;R;9;20;RECHAZADA;544;197342698.25
202602;T;4;90;RECHAZADA;1;10
202602;U;4;60;ACREDITADO;16;2901824.26
202602;U;4;90;ACREDITADO;222;29785571.91
202602;U;4;90;RECHAZADA;60;11908176.03
202602;U;6;90;ACREDITADO;233;40245935.75
202602;U;6;90;RECHAZADA;48;10356971.76
202602;U;9;20;ACREDITADO;5;785302.53
202602;V;9;20;ACREDITADO;763;100193473.59
202602;V;9;20;RECHAZADA;32;13098257.01
202602;VIRG;9;20;ACREDITADO;9;155795
202602;W;9;20;ACREDITADO;3820;798118086.75
202602;W;9;20;RECHAZADA;32;6764139.64
202602;Y;6;90;ACREDITADO;1567;212289292.02
202602;Y;6;90;RECHAZADA;269;41634306.83
202603;3;4;80;RECHAZADA;1;1.23
202603;3;9;20;ACREDITADO;1;1
202603;6;1;40;ACREDITADO;670;164385729
202603;6;6;60;RECHAZADA;4;1127000
202603;6;6;80;ACREDITADO;3;276000
202603;6;6;80;RECHAZADA;2;115000
202603;6;6;90;ACREDITADO;2016;108939688.84
202603;6;6;90;RECHAZADA;422;61386847.91
202603;A009;1;40;ACREDITADO;810;129598744.03
202603;A012;9;20;ACREDITADO;92;13378705.45
202603;A012;9;20;DEVUELTA;2;717023.94
202603;A012;9;20;RECHAZADA;1;98723
202603;A016;1;40;ACREDITADO;321;46009626.19
202603;A016;6;90;ACREDITADO;87;15684056.58
202603;A016;6;90;RECHAZADA;14;1283203.59
202603;A020;4;60;ACREDITADO;9;273910.17
202603;A020;4;80;ACREDITADO;15;1002284.78
202603;A020;4;80;RECHAZADA;1;29784.10
202603;A020;4;90;ACREDITADO;64;1903685.19
202603;A020;4;90;RECHAZADA;2;36900
202603;A020;9;20;ACREDITADO;1;8800
202603;A022;9;20;ACREDITADO;169;975640
202603;A023;1;40;ACREDITADO;417;72791956.09
202603;A023;6;90;ACREDITADO;80;15235685.83
202603;A023;6;90;RECHAZADA;174;102484027.66
202603;A024;1;40;ACREDITADO;831;152133644.09
202603;A024;6;80;ACREDITADO;56;12558700
202603;A024;6;80;RECHAZADA;83;24414400
202603;A024;6;90;ACREDITADO;127;28053420
202603;A024;6;90;RECHAZADA;53;15884170
202603;A025;1;40;ACREDITADO;1;105420
202603;A025;6;90;ACREDITADO;37;5982402.21
202603;A025;6;90;RECHAZADA;8;1426999.70
202603;A027;9;20;ACREDITADO;4378;537036165
202603;A027;9;20;DEVUELTA;1;245670
202603;A027;9;20;RECHAZADA;87;15656459
202603;A031;9;20;ACREDITADO;139;1997655.99
202603;A032;9;20;DEVUELTA;1;14.50
202603;A035;6;90;ACREDITADO;275;69985109.02
202603;A035;6;90;RECHAZADA;45;27691125.14
202603;A036;9;20;ACREDITADO;1;369338.03
202603;A037;6;90;ACREDITADO;34;2697146.23
202603;A037;6;90;RECHAZADA;7;446824.92
202603;A038;1;40;ACREDITADO;13696;2999529362.16
202603;A038;6;80;ACREDITADO;643;130992588.85
202603;A038;6;80;RECHAZADA;1281;373366128.89
202603;A039;1;40;ACREDITADO;1105;23089238.10
202603;A039;4;60;ACREDITADO;737;11421132.27
202603;A039;4;60;DEVUELTA;1;1000
202603;A039;4;60;RECHAZADA;67;2376868.87
202603;A039;4;80;ACREDITADO;945;28296473.49
202603;A039;4;80;RECHAZADA;73;5035135.65
202603;A039;4;90;ACREDITADO;8569;150743550.48
202603;A039;4;90;DEVUELTA;1;17000
202603;A039;4;90;RECHAZADA;248;7888161.96
202603;A039;6;60;RECHAZADA;1;50000
202603;A039;6;80;ACREDITADO;1;100
202603;A039;6;90;RECHAZADA;1;50300
202603;A039;9;20;ACREDITADO;7483;127944007.82
202603;A039;9;20;RECHAZADA;30;516966.10
202603;A040;1;40;ACREDITADO;880;179611890.76
202603;A041;9;20;ACREDITADO;3;2982547.01
202603;A042;9;20;ACREDITADO;5245;246269475.05
202603;A042;9;20;RECHAZADA;39;2855620.26
202603;A045;1;40;ACREDITADO;9611;1445738351.04
202603;A046;4;80;ACREDITADO;16;359100
202603;A046;4;90;ACREDITADO;60;1283000
202603;A046;9;20;ACREDITADO;750;27717991
202603;A046;9;20;RECHAZADA;7;318000
202603;A052;1;40;ACREDITADO;74;12926930.46
202603;A053;9;20;ACREDITADO;53;1169800
202603;A053;9;20;RECHAZADA;1;35000
202603;A060;9;20;ACREDITADO;344;94742939.76
202603;A060;9;20;RECHAZADA;7;904587.11
202603;A061;1;40;ACREDITADO;641;80134699.01
202603;A062;9;20;ACREDITADO;159;2137000
202603;A063;9;20;ACREDITADO;20;818000
202603;A064;1;40;ACREDITADO;37;422000
202603;A065;4;60;RECHAZADA;5;87500
202603;A065;4;80;ACREDITADO;18;1329760
202603;A065;4;80;RECHAZADA;3;248340
202603;A065;4;90;ACREDITADO;5;254285
202603;A065;9;20;ACREDITADO;5;330620
202603;A066;9;20;ACREDITADO;3332;272096705.38
202603;A066;9;20;RECHAZADA;88;23220481.42
202603;A069;1;40;ACREDITADO;7575;693099074.24
202603;A070;9;20;ACREDITADO;2189;301411200
202603;A070;9;20;DEVUELTA;53;8602600
202603;A070;9;20;RECHAZADA;40;6564400
202603;A071;6;80;ACREDITADO;47;6074805
202603;A071;6;80;RECHAZADA;5;669130
202603;A071;6;90;ACREDITADO;26;3047385
202603;A071;6;90;RECHAZADA;2;283140
202603;A072;6;80;ACREDITADO;82;13281336
202603;A072;6;80;RECHAZADA;65;11773708
202603;A072;6;90;ACREDITADO;99;12872468
202603;A072;6;90;RECHAZADA;14;1649528
202603;A073;9;20;ACREDITADO;117;11796290
202603;A074;1;40;ACREDITADO;8;2277175.22
202603;A074;9;20;ACREDITADO;1;11.40
202603;A076;9;20;ACREDITADO;11;5289834.03
202603;A076;9;20;RECHAZADA;1;166333.13
202603;A078;9;20;ACREDITADO;555;80336420.58
202603;A078;9;20;DEVUELTA;31;3321901.03
202603;A078;9;20;RECHAZADA;10;1745356.50
202603;A079;9;20;ACREDITADO;2;457103.91
202603;A080;1;40;ACREDITADO;1669;18130987.33
202603;A081;1;40;ACREDITADO;11;860592.94
202603;A082;9;20;ACREDITADO;143;36048710.38
202603;A082;9;20;RECHAZADA;14;3345000
202603;A084;1;40;ACREDITADO;4053;503294411.61
202603;A086;1;40;ACREDITADO;23;3651359.17
202603;A087;1;40;ACREDITADO;23;6204559
202603;A088;1;40;ACREDITADO;8082;235207696.06
202603;A090;1;40;ACREDITADO;6711;1417406071.13
202603;A094;9;20;ACREDITADO;491;5908805
202603;A094;9;20;RECHAZADA;6;45300
202603;A095;1;40;ACREDITADO;6490;191612287.16
202603;A096;1;40;ACREDITADO;1609;41100089.95
202603;A098;1;40;ACREDITADO;5971;458020825.39
202603;A099;1;40;ACREDITADO;1;160000
202603;A101;1;40;ACREDITADO;743;59725519.21
202603;A102;9;20;DEVUELTA;2;4859.98
202603;A103;7;20;ACREDITADO;5;203340.25
202603;A103;9;20;ACREDITADO;9386;162456862.03
202603;A103;9;20;RECHAZADA;41;682758
202603;A107;1;40;ACREDITADO;11;681001.28
202603;A108;9;20;ACREDITADO;11903;264263494.73
202603;A108;9;20;RECHAZADA;48;873888
202603;A110;1;40;ACREDITADO;5;11
202603;A111;9;20;ACREDITADO;9;73.44
202603;A114;1;40;ACREDITADO;21;1077213
202603;A115;1;40;ACREDITADO;3;5
202603;A116;6;60;ACREDITADO;172;1547449
202603;A116;6;60;DEVUELTA;1;17534
202603;A116;6;60;RECHAZADA;312;3762502
202603;A116;6;80;ACREDITADO;130;14804705
202603;A116;6;80;DEVUELTA;15;258964
202603;A116;6;80;RECHAZADA;366;63526106
202603;A116;6;90;ACREDITADO;98;2012824
202603;A116;6;90;DEVUELTA;46;805420
202603;A116;6;90;RECHAZADA;479;7646723
202603;A117;9;20;ACREDITADO;1504;26495063.12
202603;A117;9;20;RECHAZADA;9;213680
202603;A121;1;40;ACREDITADO;2;3
202603;A127;7;20;ACREDITADO;15;422600
202603;A127;7;20;DEVUELTA;3;8598.26
202603;B;4;10;ACREDITADO;2;149400
202603;B;4;60;ACREDITADO;95;1170080.31
202603;B;4;60;RECHAZADA;2;2600
202603;B;4;80;ACREDITADO;88;3369199.08
202603;B;4;80;RECHAZADA;7;129147.96
202603;B;4;90;ACREDITADO;793;14279105.07
202603;B;4;90;RECHAZADA;35;560192.34
202603;B;6;80;ACREDITADO;3;1300190
202603;B;6;80;RECHAZADA;1;700000
202603;B;6;90;ACREDITADO;5;1100000
202603;B;6;90;RECHAZADA;2;500000
202603;B;9;20;ACREDITADO;4040;223651732.50
202603;B;9;20;DEVUELTA;1;4.40
202603;B;9;20;RECHAZADA;30;3620468
202603;C;9;20;ACREDITADO;29170;3227342207.50
202603;C;9;20;DEVUELTA;5;273427.08
202603;C;9;20;RECHAZADA;295;57107336.70
202603;D;9;20;ACREDITADO;4397;1121511989.27
202603;D;9;20;RECHAZADA;102;38928854.21
202603;E;9;20;ACREDITADO;192;1705668
202603;E;9;20;DEVUELTA;1;6375
202603;E;9;20;RECHAZADA;1;10327
202603;F;9;20;ACREDITADO;3398;720776706.61
202603;F;9;20;DEVUELTA;1;294700
202603;F;9;20;RECHAZADA;163;73258980.58
202603;G;9;20;ACREDITADO;6138;175793378.51
202603;G;9;20;RECHAZADA;59;3168375.15
202603;H;9;20;ACREDITADO;303;1550100.63
202603;H;9;20;RECHAZADA;1;2000
202603;J;4;90;ACREDITADO;1731;375200321.80
202603;J;4;90;RECHAZADA;161;35868453.35
202603;J;6;90;ACREDITADO;1028;223564461.47
202603;J;6;90;RECHAZADA;210;61256482.71
202603;K;4;90;ACREDITADO;2623;539629725.51
202603;K;4;90;DEVUELTA;1;54584.41
202603;K;4;90;RECHAZADA;446;114038255.65
202603;K;6;90;ACREDITADO;2147;441582108.87
202603;K;6;90;RECHAZADA;463;105771085.11
202603;N;9;20;ACREDITADO;5083;348678827.74
202603;N;9;20;RECHAZADA;58;6309888.80
202603;PMC;2;50;ACREDITADO;150739;23064135056.55
202603;Q;6;90;ACREDITADO;274;14184940.19
202603;Q;6;90;RECHAZADA;42;2344658.18
202603;R;9;20;ACREDITADO;17235;2066647454.09
202603;R;9;20;DEVUELTA;29;10974654.95
202603;R;9;20;RECHAZADA;436;126060313.32
202603;T;4;10;RECHAZADA;1;10.80
202603;T;4;80;RECHAZADA;3;12
202603;T;4;90;RECHAZADA;4;31
202603;U;4;60;ACREDITADO;10;1793182.61
202603;U;4;60;RECHAZADA;1;68900
202603;U;4;90;ACREDITADO;178;25026757.68
202603;U;4;90;RECHAZADA;29;4281610.96
202603;U;6;90;ACREDITADO;243;42189850.66
202603;U;6;90;RECHAZADA;85;24204685.51
202603;U;9;20;ACREDITADO;3;369308
202603;V;9;20;ACREDITADO;670;101002179.95
202603;V;9;20;DEVUELTA;2;241513.50
202603;V;9;20;RECHAZADA;49;19880743.43
202603;VIRG;9;20;ACREDITADO;9;227810
202603;W;9;20;ACREDITADO;2388;473844969.46
202603;W;9;20;RECHAZADA;24;5398758.93
202603;Y;6;90;ACREDITADO;946;124016970.49
202603;Y;6;90;RECHAZADA;221;35742381.19
202604;6;1;40;ACREDITADO;830;221373921
202604;6;6;60;ACREDITADO;9;782000
202604;6;6;60;RECHAZADA;2;161000
202604;6;6;80;ACREDITADO;23;2495500
202604;6;6;80;RECHAZADA;15;2323000
202604;6;6;90;ACREDITADO;2351;126182848.95
202604;6;6;90;RECHAZADA;562;62263385.40
202604;A009;1;40;ACREDITADO;365;55586272.59
202604;A012;9;20;ACREDITADO;45;6281858.30
202604;A012;9;20;RECHAZADA;2;200000
202604;A016;1;40;ACREDITADO;136;18707016.39
202604;A016;6;90;ACREDITADO;33;5361892.68
202604;A016;6;90;RECHAZADA;5;716899.91
202604;A020;4;10;ACREDITADO;2;71000
202604;A020;4;60;ACREDITADO;11;132000
202604;A020;4;80;ACREDITADO;12;330334.70
202604;A020;4;90;ACREDITADO;75;1426211.16
202604;A020;4;90;RECHAZADA;2;23000
202604;A020;9;20;ACREDITADO;1;12000
202604;A022;9;20;ACREDITADO;141;842133
202604;A023;1;40;ACREDITADO;219;38670370.80
202604;A023;6;90;ACREDITADO;31;5936622.51
202604;A023;6;90;RECHAZADA;32;42198106.13
202604;A024;1;40;ACREDITADO;491;93803958.93
202604;A024;6;80;ACREDITADO;21;5680880
202604;A024;6;80;RECHAZADA;60;20115580
202604;A024;6;90;ACREDITADO;59;12022160
202604;A024;6;90;RECHAZADA;21;6966090
202604;A025;1;40;ACREDITADO;1;122058
202604;A025;6;90;ACREDITADO;11;1945869.10
202604;A025;6;90;RECHAZADA;3;852134.63
202604;A027;9;20;ACREDITADO;5307;636910431
202604;A027;9;20;RECHAZADA;75;15875279
202604;A031;1;40;ACREDITADO;22;251666.72
202604;A031;9;20;ACREDITADO;114;1724609.24
202604;A032;4;10;DEVUELTA;1;101
202604;A032;4;90;DEVUELTA;1;102
202604;A035;6;90;ACREDITADO;74;20589778.28
202604;A035;6;90;RECHAZADA;9;1773044.44
202604;A036;9;20;ACREDITADO;2;587546.28
202604;A037;6;90;ACREDITADO;7;451836.88
202604;A037;6;90;RECHAZADA;5;190000
202604;A038;1;40;ACREDITADO;7790;1800431541.82
202604;A038;6;80;ACREDITADO;278;59763922.77
202604;A038;6;80;RECHAZADA;724;237452596.71
202604;A039;1;40;ACREDITADO;853;20307539
202604;A039;4;60;ACREDITADO;702;11431188.80
202604;A039;4;60;RECHAZADA;56;1190403.98
202604;A039;4;80;ACREDITADO;1066;37536005.94
202604;A039;4;80;DEVUELTA;1;45000
202604;A039;4;80;RECHAZADA;104;11688406.52
202604;A039;4;90;ACREDITADO;8710;156127927.10
202604;A039;4;90;DEVUELTA;4;56350
202604;A039;4;90;RECHAZADA;221;6789026.45
202604;A039;6;80;RECHAZADA;1;10
